CNTYVTD,VTDKEY,BidenD_20G_President,TrumpR_20G_President,JorgensenL_20G_President,HawkinsG_20G_President,Write-InW_20G_President
"4392658",7872,207,86,2,1,0
"4392659",7873,7,5,0,0,0
"4392660",7874,71,94,3,2,0
"4392670",7875,51,36,0,0,0
"4392673",7876,0,0,0,0,0
"4392675",7877,0,0,0,0,0
"4392680",7878,0,0,0,0,0
"4392681",7879,0,0,0,0,0
"4392697",7880,1330,856,16,3,0
"4392699",7881,1865,938,18,6,2
"4392708",7882,857,502,14,2,0
"4392712",7883,1212,1018,23,6,0
"4392721",7884,685,1028,17,3,0
"4392726",7885,1079,593,6,4,0
"4392727",7886,234,244,5,0,0
"4393032",7887,380,618,19,7,0
"4393035",7888,1159,1837,41,13,2
"4393036",7889,746,726,22,5,0
"4393037",7890,849,1363,24,5,2
"4393038",7891,1194,1241,43,13,2
"4393039",7892,484,1000,19,2,0
"4393040",7893,794,1606,37,7,1
"4393041",7894,1097,1356,43,11,3
"4393043",7895,739,1835,44,3,0
"4393049",7896,743,1711,22,4,2
"4393054",7897,1038,1657,36,7,0
"4393063",7898,473,925,18,2,0
"4393072",7899,608,1500,31,6,2
"4393114",7900,850,1338,35,6,1
"4393131",7901,449,830,13,4,1
"4393139",7902,430,523,18,6,0
"4393140",7903,468,859,21,6,0
"4393152",7904,6,26,1,0,0
"4393156",7905,432,904,18,3,0
"4393157",7906,767,860,29,8,0
"4393160",7907,902,845,13,2,1
"4393164",7908,550,828,19,3,1
"4393166",7909,879,824,31,8,0
"4393172",7910,791,1042,32,11,1
"4393176",7911,1091,1395,37,13,1
"4393177",7912,586,1365,29,4,0
"4393183",7913,1392,1385,34,11,1
"4393185",7914,2,2,0,0,0
"4393187",7915,464,690,23,3,0
"4393192",7916,233,595,5,1,0
"4393193",7917,844,1793,21,3,1
"4393194",7918,587,882,20,10,1
"4393196",7919,621,1116,31,6,1
"4393200",7920,835,986,22,10,0
"4393209",7921,1013,2314,32,6,1
"4393212",7922,720,761,23,13,0
"4393213",7923,542,742,22,6,0
"4393214",7924,867,1269,31,3,1
"4393215",7925,563,1194,17,4,0
"4393216",7926,1490,1372,35,11,1
"4393240",7927,927,1344,29,5,2
"4393247",7928,654,559,16,10,6
"4393248",7929,1102,2138,48,6,1
"4393249",7930,1337,1271,37,11,0
"4393254",7931,800,890,23,9,0
"4393260",7932,431,779,25,3,0
"4393282",7933,476,784,17,6,0
"4393283",7934,505,837,16,5,0
"4393286",7935,226,621,7,0,0
"4393287",7936,712,1173,25,7,3
"4393289",7937,682,1233,25,12,0
"4393321",7938,809,1303,36,6,0
"4393322",7939,655,1040,19,6,1
"4393323",7940,944,1951,40,3,0
"4393324",7941,653,1055,31,8,0
"4393325",7942,241,537,14,3,0
"4393326",7943,244,354,14,3,0
"4393327",7944,543,759,14,1,1
"4393329",7945,1156,895,27,7,0
"4393330",7946,312,609,9,3,1
"4393331",7947,1241,2515,31,8,3
"4393332",7948,916,1191,32,7,1
"4393333",7949,1238,1815,35,2,0
"4393334",7950,806,785,23,10,2
"4393335",7951,721,1015,20,5,0
"4393336",7952,1596,1030,36,7,0
"4393359",7953,721,1054,17,2,4
"4393361",7954,933,1395,42,1,0
"4393363",7955,775,1664,26,5,2
"4393364",7956,339,405,11,2,0
"4393365",7957,1159,2327,41,3,0
"4393367",7958,470,860,23,3,0
"4393368",7959,208,415,7,1,0
"4393372",7960,1066,1627,58,10,1
"4393384",7961,578,718,22,3,0
"4393385",7962,959,1496,44,6,0
"4393386",7963,564,1433,20,5,0
"4393387",7964,519,1177,30,6,2
"4393389",7965,1638,1319,38,10,2
"4393390",7966,1217,2255,31,8,3
"4393391",7967,1235,812,34,7,0
"4393392",7968,601,1272,25,5,0
"4393396",7969,1220,1491,48,7,6
"4393398",7970,451,736,17,3,0
"4393406",7971,0,0,0,0,0
"4393409",7972,5,14,0,0,0
"4393417",7973,765,1028,26,8,1
"4393421",7974,377,827,19,4,1
"4393422",7975,687,1265,20,3,2
"4393433",7976,158,347,5,1,0
"4393443",7977,797,974,28,6,1
"4393446",7978,0,1,0,0,0
"4393447",7979,0,0,0,0,0
"4393465",7980,1168,1480,36,9,0
"4393469A",7981,401,547,12,5,1
"4393469B",7982,0,0,0,0,0
"4393470",7983,44,71,0,0,0
"4393471",7984,479,1014,20,4,1
"4393486",7985,1210,1789,45,13,2
"4393500",7986,91,268,1,1,0
"4393502",7987,331,987,11,1,0
"4393507",7988,735,998,18,7,0
"4393509",7989,603,899,32,6,0
"4393510",7990,770,1702,30,11,0
"4393511",7991,1292,840,41,8,3
"4393516",7992,542,1021,22,3,1
"4393517",7993,876,811,14,3,0
"4393526",7994,400,710,11,3,1
"4393527",7995,726,1272,21,1,5
"4393529",7996,854,1292,18,1,0
"4393530",7997,957,1232,43,8,0
"4393538",7998,1287,1813,28,6,0
"4393539",7999,0,7,0,0,0
"4393542",8000,806,1009,33,4,3
"4393545",8001,718,1325,19,9,0
"4393552",8002,1312,1422,41,7,0
"4393554",8003,818,1659,33,10,0
"4393558",8004,1012,1847,25,7,0
"4393560",8005,0,0,0,0,0
"4393562",8006,32,84,0,0,0
"4393566",8007,0,0,0,0,0
"4393567",8008,1057,2624,36,6,0
"4393570",8009,940,1239,30,10,1
"4393574",8010,370,294,8,1,0
"4393575",8011,0,0,0,0,0
"4393579",8012,223,532,5,0,0
"4393580",8013,0,0,0,0,0
"4393582",8014,2,30,2,0,0
"4393583",8015,0,0,0,0,0
"4393584",8016,0,0,0,0,0
"4393585",8017,0,0,0,0,0
"4393590",8018,0,0,0,0,0
"4393624",8019,99,169,0,2,0
"4393626",8020,200,413,0,3,0
"4393637",8021,847,848,21,10,1
"4393646",8022,1015,1401,54,9,2
"4393647",8023,1168,1502,27,5,2
"4393648",8024,1149,1693,39,8,0
"4393653",8025,0,0,0,0,0
"4393654",8026,0,0,0,0,0
"4393661",8027,0,0,0,0,0
"4393662",8028,2,7,1,0,0
"4393663",8029,2,3,0,0,0
"4393664",8030,0,0,0,0,0
"4393665",8031,0,10,2,0,0
"4393667",8032,37,60,0,0,0
"4393668",8033,109,219,1,0,0
"4393669",8034,5,2,0,0,0
"4393671",8035,179,408,7,1,0
"4393695",8036,1377,1854,43,5,2
"4393696",8037,1242,1753,53,7,2
"4393698",8038,1240,1483,46,12,0
"4393700",8039,564,971,24,9,2
"4393706",8040,983,1039,43,7,0
"4393709",8041,426,621,20,1,3
"4393716",8042,648,1129,13,4,1
"4393720",8043,455,1345,23,2,1
"4393725",8044,683,1148,34,9,2
"4393728",8045,848,1282,16,2,1
"4393729",8046,271,260,3,0,0
"4394006",8047,426,179,17,3,0
"4394016",8048,650,537,19,2,1
"4394017",8049,1145,360,10,9,1
"4394018",8050,230,489,14,0,0
"4394020",8051,406,589,13,11,1
"4394042",8052,296,464,4,7,1
"4394044A",8053,922,1953,34,4,1
"4394044B",8054,0,0,0,0,0
"4394045",8055,574,1448,28,6,0
"4394046",8056,705,2419,64,10,2
"4394047",8057,476,1984,24,5,3
"4394048",8058,281,78,3,3,0
"4394050",8059,591,145,2,4,0
"4394051",8060,3,4,0,0,0
"4394053",8061,318,568,7,7,1
"4394057",8062,351,270,6,3,0
"4394060",8063,1139,397,25,6,0
"4394065",8064,740,2244,31,6,0
"4394067",8065,559,162,4,4,0
"4394068",8066,493,182,7,2,1
"4394069",8067,392,1068,12,1,0
"4394070",8068,841,805,27,6,6
"4394073",8069,159,171,2,2,0
"4394077",8070,140,79,0,1,0
"4394086",8071,739,1268,23,2,3
"4394087",8072,212,65,3,2,0
"4394091",8073,578,1156,22,2,0
"4394092",8074,381,72,3,0,0
"4394093",8075,748,249,5,7,0
"4394096",8076,594,255,12,2,2
"4394097",8077,496,157,8,2,0
"4394101",8078,444,303,3,4,0
"4394102",8079,332,331,9,2,0
"4394107",8080,419,119,6,2,0
"4394110",8081,433,134,3,4,0
"4394113",8082,84,158,6,2,0
"4394115",8083,129,400,1,2,0
"4394116",8084,855,846,18,2,0
"4394118",8085,547,379,19,2,0
"4394121",8086,685,943,32,7,0
"4394122",8087,598,194,6,3,0
"4394123",8088,648,230,9,4,3
"4394124",8089,507,396,21,5,3
"4394125",8090,172,174,7,1,0
"4394128",8091,707,1247,27,14,1
"4394129",8092,378,542,13,2,2
"4394130",8093,865,1176,27,6,0
"4394135",8094,430,470,25,4,0
"4394136",8095,836,725,21,7,2
"4394137",8096,496,612,12,3,0
"4394138",8097,209,259,5,1,1
"4394141",8098,833,1019,26,7,0
"4394144",8099,458,720,20,0,1
"4394155",8100,978,410,25,9,4
"4394159",8101,432,646,17,2,0
"4394162",8102,213,164,3,3,0
"4394163",8103,515,485,14,4,0
"4394178",8104,1043,1204,31,6,2
"4394179",8105,521,349,16,3,0
"4394182",8106,1128,1236,29,6,0
"4394191",8107,311,586,14,5,0
"4394195",8108,571,173,5,2,1
"4394201",8109,453,127,10,0,0
"4394202",8110,536,512,14,2,0
"4394203",8111,808,512,18,6,2
"4394204",8112,980,1413,31,9,2
"4394218",8113,368,456,6,5,0
"4394222",8114,339,357,10,2,0
"4394230",8115,1327,1428,43,2,2
"4394231",8116,631,175,3,4,0
"4394232",8117,1128,1313,48,10,1
"4394233",8118,717,205,16,6,0
"4394234",8119,1030,1432,46,4,1
"4394239",8120,30,55,0,0,0
"4394242",8121,145,348,1,0,0
"4394243",8122,546,669,19,4,2
"4394245A",8123,70,20,1,0,0
"4394245B",8124,0,0,0,0,0
"4394245C",8125,0,0,0,0,0
"4394250",8126,1308,1222,35,6,2
"4394252",8127,374,387,11,2,0
"4394253",8128,320,212,16,0,0
"4394256",8129,295,99,3,1,0
"4394259",8130,223,651,10,3,1
"4394261",8131,1038,1088,44,9,0
"4394272",8132,166,277,8,1,0
"4394276",8133,718,892,28,10,0
"4394284",8134,42,162,2,0,0
"4394285",8135,276,201,4,4,0
"4394288",8136,92,21,1,0,0
"4394290",8137,672,886,27,13,2
"4394312",8138,57,23,1,0,0
"4394328",8139,411,518,16,3,0
"4394338",8140,1331,1619,37,10,0
"4394340",8141,443,1216,19,6,0
"4394342",8142,779,1001,49,3,2
"4394343",8143,763,1112,18,4,0
"4394344",8144,474,702,15,2,1
"4394350",8145,667,413,17,2,5
"4394362",8146,0,3,0,0,0
"4394369",8147,981,1734,53,10,3
"4394370",8148,0,0,0,0,0
"4394371",8149,440,1660,18,1,1
"4394373",8150,44,113,4,0,1
"4394374",8151,734,845,27,7,0
"4394375",8152,677,1447,26,4,0
"4394395",8153,72,359,2,1,0
"4394397",8154,120,158,3,1,1
"4394399",8155,33,85,5,0,0
"4394400",8156,88,117,4,4,0
"4394410",8157,983,992,21,6,1
"4394429",8158,754,975,28,6,3
"4394432",8159,17,7,2,0,2
"4394452",8160,1226,1141,24,7,4
"4394454",8161,721,1258,27,9,0
"4394456",8162,347,516,21,0,0
"4394458",8163,3,4,0,0,0
"4394475",8164,35,10,0,0,0
"4394478",8165,0,0,0,0,0
"4394480",8166,249,524,10,0,1
"4394483",8167,21,12,0,1,0
"4394485",8168,130,136,4,2,0
"4394487",8169,0,0,0,0,0
"4394492",8170,425,287,14,3,0
"4394493",8171,825,798,25,0,0
"4394494",8172,0,3,0,0,0
"4394495",8173,61,35,0,1,0
"4394496",8174,281,131,6,4,0
"4394497",8175,1060,552,20,6,1
"4394498",8176,181,301,4,0,0
"4394499",8177,1460,1383,35,12,1
"4394503",8178,362,191,5,2,0
"4394508",8179,1316,1558,48,5,2
"4394512",8180,0,0,0,0,0
"4394528",8181,1226,1492,52,5,0
"4394531",8182,724,1340,33,5,2
"4394532",8183,216,726,6,5,0
"4394533",8184,420,582,10,3,1
"4394534",8185,1159,1649,57,3,1
"4394540",8186,1010,1148,29,10,0
"4394551",8187,1199,1586,39,9,3
"4394563",8188,0,0,0,0,0
"4394565",8189,11,14,0,0,0
"4394568",8190,11,28,0,1,0
"4394572",8191,17,7,0,1,0
"4394573",8192,0,0,0,0,0
"4394587",8193,117,6,2,4,0
"4394588",8194,1309,1741,43,6,2
"4394591",8195,1040,1134,37,9,1
"4394592",8196,0,0,0,0,0
"4394593",8197,163,134,5,1,0
"4394595",8198,17,29,0,0,0
"4394596",8199,51,23,0,0,0
"4394598",8200,0,0,0,0,0
"4394599",8201,1574,1853,56,6,4
"4394602",8202,0,0,0,0,0
"4394604",8203,0,0,0,0,0
"4394615",8204,0,0,0,0,0
"4394620",8205,19,10,0,0,0
"4394629",8206,0,0,0,0,0
"4394630",8207,0,0,0,0,0
"4394632",8208,0,0,0,0,0
"4394634",8209,503,359,16,4,0
"4394638",8210,1040,1226,39,6,1
"4394640",8211,276,176,11,1,0
"4394649",8212,800,1493,34,6,0
"4394650",8213,986,1257,35,4,2
"4394666",8214,0,0,0,0,0
"4394682",8215,129,82,5,1,0
"4394683",8216,0,0,0,0,0
"4394685A",8217,0,1,0,0,0
"4394685B",8218,0,0,0,0,0
"4394686",8219,0,0,0,0,0
"4394687",8220,65,40,1,0,0
"4394688",8221,23,15,0,0,0
"4394689",8222,64,52,0,0,0
"4394690",8223,2,5,0,0,0
"4394691",8224,7,10,0,0,0
"4394692",8225,13,6,1,0,0
"4394693",8226,3,2,1,0,0
"4394694",8227,1523,2128,63,10,2
"4394702",8228,520,697,18,5,0
"4394703",8229,1034,943,39,12,0
"4394705",8230,848,851,27,6,0
"4394707",8231,576,449,24,1,0
"4394711",8232,720,868,12,5,0
"4394713",8233,1004,1182,35,5,1
"4394724",8234,137,600,8,0,0
"4410101",8235,804,1629,41,10,5
"4410102",8236,495,1085,41,6,10
"4410103",8237,508,1163,25,5,5
"4410104",8238,473,1426,23,4,5
"4410105",8239,751,1361,51,6,6
"4410106",8240,317,440,31,0,1
"4410107",8241,72,354,5,1,0
"4410108",8242,113,872,8,1,0
"4410109",8243,21,176,0,1,0
"4410110",8244,6,68,0,0,0
"4410201",8245,341,516,17,3,3
"4410202",8246,689,842,18,7,2
"4410203",8247,606,929,13,12,3
"4410204",8248,347,947,16,6,0
"4410205",8249,726,1068,23,9,4
"4410206",8250,262,1510,15,3,0
"4410207",8251,31,200,2,0,0
"4410301",8252,509,1183,37,5,4
"4410302",8253,424,1262,25,12,6
"4410303",8254,132,1480,15,0,1
"4410304",8255,595,1325,43,4,2
"4410305",8256,481,1736,29,2,7
"4410306",8257,782,2984,45,6,10
"4410307",8258,890,3730,76,7,12
"4410308",8259,190,1231,14,4,1
"4410401",8260,283,423,16,4,1
"4410402",8261,890,1438,41,7,8
"4410403",8262,603,924,25,6,9
"4410404",8263,530,849,28,3,1
"4410405",8264,354,744,17,1,0
"4410406",8265,662,1592,28,7,6
"4410407",8266,210,664,11,1,2
"4410408",8267,433,2758,41,3,6
"4410409",8268,58,638,7,4,1
"4430001",8269,39,82,0,0,0
"4430002A",8270,7,11,0,0,0
"4430002B",8271,43,47,1,2,0
"4430003",8272,17,96,1,0,0
"4430004A",8273,2,16,0,0,0
"4430004B",8274,11,82,1,0,0
"4450101",8275,39,248,3,0,0
"4450102",8276,155,799,9,2,0
"4450201",8277,105,325,7,0,0
"4450202",8278,72,266,2,0,0
"4450301",8279,221,473,6,3,0
"4450401",8280,159,559,5,2,0
"4450402",8281,6,142,1,3,0
"4470001",8282,12,223,2,0,0
"4470002",8283,21,196,0,0,0
"4473003",8284,27,204,2,1,0
"4474005",8285,13,45,0,0,0
"4474006",8286,9,138,1,0,0
"4490001",8287,238,80,3,2,0
"4490002",8288,139,273,1,0,0
"4490003",8289,90,367,4,0,0
"4490004",8290,92,430,2,0,1
"4490005",8291,21,203,3,0,0
"4490006",8292,126,730,5,1,0
"4490007",8293,137,658,6,0,0
"4490008",8294,306,280,7,5,0
"4490009",8295,66,218,5,0,0
"4490010",8296,69,593,2,1,0
"4490011",8297,23,103,1,0,0
"4490012",8298,29,171,1,0,0
"4490014",8299,390,621,9,3,1
"4490015",8300,86,451,6,0,0
"4490016",8301,388,1237,11,6,0
"4490017",8302,180,116,5,1,0
"4490018",8303,31,112,3,0,0
"4490019",8304,156,305,10,0,0
"4490020",8305,289,622,10,0,0
"4510106",8306,313,469,7,0,0
"4510107",8307,85,209,3,0,0
"4510108",8308,67,554,1,1,2
"4510112",8309,74,646,4,1,1
"4510114",8310,238,149,11,1,0
"4510124",8311,390,291,6,2,0
"4510137",8312,608,826,20,7,0
"4510144",8313,401,514,9,1,0
"4510146",8314,659,874,17,7,0
"4510213",8315,201,2012,9,2,1
"4510215",8316,424,1355,17,0,1
"4510225",8317,5,63,0,0,0
"4510228",8318,495,1214,29,7,2
"4510230",8319,1065,2645,68,8,4
"4510241",8320,888,2932,37,7,2
"4510304",8321,557,1490,18,3,0
"4510305",8322,14,17,0,0,0
"4510306",8323,324,765,18,2,0
"4510308",8324,74,121,3,1,0
"4510319",8325,686,1794,29,4,1
"4510327",8326,580,979,26,5,0
"4510348",8327,103,394,4,1,0
"4510351",8328,63,226,6,0,0
"4510358",8329,484,2906,32,7,0
"4510401",8330,30,74,1,0,1
"4510402",8331,664,1207,25,8,0
"4510420",8332,119,336,5,1,0
"4510421",8333,631,1882,33,3,0
"4510422",8334,118,925,5,3,0
"4510423",8335,91,720,7,0,0
"4510424",8336,453,1069,15,6,0
"4510434",8337,258,434,15,1,0
"4510435",8338,222,433,11,1,0
"4510436",8339,801,1733,50,6,1
"4530101",8340,4512,932,94,25,20
"4530102",8341,672,178,16,2,3
"4530103",8342,861,286,19,7,6
"4530104",8343,686,282,14,3,3
"4530105",8344,6764,2116,140,46,28
"4530106",8345,1699,1308,59,10,6
"4530107",8346,155,188,4,0,0
"4530108",8347,1007,226,23,6,3
"4530109",8348,1481,503,35,12,6
"4530110",8349,4280,1864,122,23,21
"4530111",8350,2771,907,46,18,16
"4530112",8351,1138,346,34,12,5
"4530113",8352,4827,1742,101,21,10
"4530114",8353,130,69,1,0,0
"4530115",8354,0,0,0,0,0
"4530116",8355,0,0,0,0,0
"4530117",8356,2225,292,21,9,7
"4530118",8357,377,47,2,2,2
"4530119",8358,0,0,0,0,0
"4530120",8359,200,57,4,1,1
"4530121",8360,822,120,8,2,3
"4530122",8361,2095,162,34,9,6
"4530123",8362,4695,2361,133,22,18
"4530124",8363,3724,399,58,29,12
"4530125",8364,1,1,0,0,0
"4530126",8365,4129,321,56,16,22
"4530127",8366,0,0,0,0,0
"4530128",8367,0,0,0,0,0
"4530129",8368,2121,176,25,12,10
"4530130",8369,1484,162,12,6,4
"4530131",8370,1,0,0,0,0
"4530132",8371,2064,201,20,12,3
"4530133",8372,1726,203,23,7,5
"4530134",8373,0,0,0,0,0
"4530135",8374,6164,737,99,20,28
"4530136",8375,1473,929,42,8,13
"4530137",8376,6211,3799,167,33,28
"4530138",8377,0,0,0,0,0
"4530139",8378,2006,436,36,20,12
"4530140",8379,1191,244,15,8,3
"4530141",8380,347,58,6,3,1
"4530142",8381,891,88,16,7,3
"4530145",8382,1458,579,29,7,2
"4530146",8383,1507,855,45,7,10
"4530148",8384,2608,1067,57,10,14
"4530149",8385,1449,160,20,11,6
"4530150",8386,949,785,38,4,4
"4530151",8387,1760,188,26,6,8
"4530152",8388,2891,159,13,17,10
"4530153",8389,3724,1192,76,23,21
"4530154",8390,2738,819,59,16,13
"4530156",8391,4399,620,59,34,20
"4530160",8392,1276,608,32,9,6
"4530161",8393,1137,560,26,5,5
"4530163",8394,110,189,13,1,0
"4530164",8395,1004,257,10,5,2
"4530200",8396,4124,500,44,25,27
"4530202",8397,2455,304,37,15,26
"4530203",8398,1051,446,24,2,3
"4530205",8399,1806,448,32,8,7
"4530206",8400,1125,190,23,11,7
"4530207",8401,3068,1048,67,12,10
"4530208",8402,2483,413,45,22,19
"4530209",8403,623,176,8,2,4
"4530210",8404,1035,473,27,0,7
"4530211",8405,1247,364,29,4,2
"4530212",8406,2051,1766,48,5,24
"4530213",8407,0,0,0,0,0
"4530214",8408,1654,654,33,5,10
"4530215",8409,1374,510,24,7,12
"4530216",8410,1448,394,23,10,4
"4530217",8411,1360,351,21,15,4
"4530218",8412,4304,1219,86,26,31
"4530219",8413,1708,819,46,15,9
"4530220",8414,1130,462,24,4,7
"4530221",8415,480,361,11,1,6
"4530222",8416,1690,453,33,7,7
"4530223",8417,370,93,8,1,4
"4530224",8418,109,22,2,2,1
"4530225",8419,2724,899,58,14,16
"4530226",8420,1599,514,27,5,8
"4530227",8421,554,302,4,2,2
"4530228",8422,1211,472,24,4,12
"4530229",8423,1201,384,25,2,10
"4530231",8424,1754,717,28,3,13
"4530232",8425,3168,3163,86,11,21
"4530233",8426,2060,1318,51,12,15
"4530234",8427,1128,985,27,3,14
"4530235",8428,2455,285,28,15,12
"4530236",8429,2401,353,41,15,6
"4530237",8430,1378,508,24,2,3
"4530238",8431,1934,495,36,7,9
"4530239",8432,1825,345,30,1,14
"4530240",8433,728,213,24,1,1
"4530241",8434,1577,254,18,5,5
"4530242",8435,4767,661,72,12,22
"4530243",8436,1326,287,32,3,10
"4530244",8437,2079,1527,49,9,14
"4530245",8438,600,436,15,1,3
"4530246",8439,1198,374,26,6,4
"4530247",8440,455,257,4,0,5
"4530248",8441,1770,334,27,8,5
"4530249",8442,2005,638,42,7,8
"4530250",8443,3854,943,97,7,24
"4530251",8444,2126,641,47,6,10
"4530252",8445,1847,407,38,11,2
"4530253",8446,1797,824,35,3,11
"4530254",8447,1861,666,35,6,7
"4530256",8448,1195,691,29,3,10
"4530258",8449,1577,531,25,15,12
"4530259",8450,1802,567,57,9,7
"4530260",8451,973,214,15,9,3
"4530262",8452,2911,918,68,21,13
"4530263",8453,1911,573,46,11,7
"4530266",8454,297,153,3,0,0
"4530267",8455,928,344,23,4,1
"4530268",8456,743,214,17,10,3
"4530273",8457,2333,401,31,4,5
"4530274",8458,1993,252,29,6,13
"4530275",8459,2607,274,23,15,15
"4530277",8460,4670,880,62,16,18
"4530301",8461,956,321,25,8,6
"4530302",8462,2079,1085,60,10,12
"4530303",8463,1621,1055,35,8,6
"4530304",8464,2501,1062,58,10,15
"4530305",8465,3,4,0,0,0
"4530306",8466,1329,1784,30,8,9
"4530307",8467,743,441,19,0,8
"4530308",8468,2501,4148,80,16,21
"4530309",8469,1691,664,34,10,8
"4530310",8470,3908,1777,87,22,17
"4530311",8471,3521,601,53,22,17
"4530312",8472,901,944,17,5,3
"4530313",8473,278,38,5,1,0
"4530314",8474,3148,2533,74,11,21
"4530315",8475,2409,1196,46,12,13
"4530316",8476,2372,2528,80,7,22
"4530317",8477,1599,914,26,6,11
"4530318",8478,524,270,8,4,5
"4530319",8479,937,1206,28,7,9
"4530320",8480,816,1018,17,3,3
"4530321",8481,403,185,6,1,2
"4530323",8482,1458,379,33,10,9
"4530324",8483,2988,2952,70,15,21
"4530325",8484,70,29,1,0,0
"4530326",8485,1552,656,18,10,4
"4530327",8486,1771,823,27,2,8
"4530328",8487,2366,825,54,9,12
"4530329",8488,3050,1253,90,10,20
"4530330",8489,1510,1131,39,8,12
"4530331",8490,1652,682,25,5,8
"4530332",8491,2194,318,25,6,12
"4530333",8492,1747,803,39,3,11
"4530334",8493,1610,1011,45,2,14
"4530335",8494,1457,674,37,11,7
"4530336",8495,1300,575,33,3,5
"4530337",8496,2479,1093,62,6,16
"4530338",8497,2789,1747,63,9,23
"4530339",8498,1176,430,28,8,5
"4530340",8499,2614,592,63,13,15
"4530341",8500,256,100,10,0,2
"4530342",8501,3501,601,71,14,13
"4530343",8502,1642,770,60,12,9
"4530344",8503,1220,285,25,9,4
"4530345",8504,0,0,0,0,0
"4530346",8505,2025,3101,48,7,11
"4530347",8506,1466,811,36,5,10
"4530349",8507,3338,1338,77,9,14
"4530350",8508,2824,821,64,13,6
"4530351",8509,1170,354,27,9,7
"4530352",8510,2372,558,56,14,16
"4530354",8511,2631,1306,78,6,18
"4530356",8512,1320,313,29,3,9
"4530357",8513,340,189,6,0,3
"4530358",8514,3111,867,67,10,13
"4530359",8515,2557,2419,59,11,14
"4530360",8516,2700,952,57,14,13
"4530361",8517,680,486,18,3,3
"4530362",8518,1844,629,37,6,8
"4530363",8519,940,412,23,2,8
"4530364",8520,2049,1105,58,4,6
"4530365",8521,1412,892,29,6,12
"4530366",8522,3040,1249,62,6,24
"4530367",8523,4041,1892,94,13,25
"4530368",8524,151,199,8,0,3
"4530369",8525,2813,2936,66,9,19
"4530370",8526,491,835,22,5,2
"4530371",8527,1121,1766,53,5,4
"4530372",8528,695,972,39,5,0
"4530373",8529,1823,3529,65,8,24
"4530374",8530,2986,2585,91,8,18
"4530375",8531,367,464,8,3,0
"4530401",8532,1404,586,16,9,4
"4530402",8533,2044,688,41,11,5
"4530403",8534,624,398,15,6,5
"4530404",8535,3406,874,96,12,14
"4530405",8536,1131,302,14,7,2
"4530406",8537,1669,984,46,11,7
"4530407",8538,2142,415,39,20,7
"4530408",8539,2287,712,44,12,13
"4530409",8540,1514,225,31,6,4
"4530410",8541,2220,408,36,13,17
"4530411",8542,1489,444,28,5,4
"4530412",8543,91,19,1,1,1
"4530413",8544,1396,285,22,9,5
"4530414",8545,2498,784,61,11,12
"4530415",8546,799,219,18,6,3
"4530416",8547,434,128,10,2,2
"4530417",8548,1442,379,37,6,5
"4530418",8549,1,2,0,0,0
"4530419",8550,304,135,6,2,1
"4530420",8551,2025,306,26,8,8
"4530421",8552,1971,357,37,4,4
"4530422",8553,1630,217,19,3,8
"4530423",8554,2486,409,35,11,14
"4530424",8555,1846,312,25,9,15
"4530425",8556,433,114,7,5,2
"4530426",8557,2228,256,37,4,7
"4530427",8558,1875,220,25,15,11
"4530428",8559,1043,421,35,2,9
"4530429",8560,4772,767,98,24,29
"4530430",8561,1013,113,23,5,2
"4530431",8562,4137,514,76,35,15
"4530432",8563,2,0,0,0,0
"4530433",8564,1916,255,23,11,6
"4530434",8565,0,0,0,0,0
"4530435",8566,3728,1098,92,14,7
"4530436",8567,293,18,2,2,0
"4530437",8568,1745,226,41,6,6
"4530438",8569,1347,189,19,4,4
"4530439",8570,2820,282,44,10,13
"4530440",8571,770,186,24,7,3
"4530441",8572,2810,534,54,20,15
"4530442",8573,1038,195,13,4,3
"4530443",8574,2047,397,26,7,7
"4530444",8575,168,19,0,1,0
"4530446",8576,739,105,14,3,2
"4530447",8577,2620,505,48,17,7
"4530448",8578,1716,325,34,13,8
"4530450",8579,3051,688,56,25,16
"4530451",8580,2196,445,28,16,4
"4530452",8581,1282,250,15,11,2
"4530454",8582,1339,374,18,10,6
"4530458",8583,2495,618,43,14,3
"4530460",8584,2313,475,36,11,3
"4530461",8585,3755,652,72,15,14
"4530463",8586,2410,567,55,10,8
"4550001",8587,75,353,1,0,0
"4550002",8588,84,459,2,1,0
"4550003",8589,54,261,2,0,0
"4550004",8590,42,200,1,0,0
